2023-03-12 19:55:34,898 - mylog - INFO - RINAS AIRPORT,里纳斯机场,TIRANA,地拉那,ALBANIA,阿尔巴尼亚,TIA,
2023-03-12 19:59:29,830 - mylog - INFO - TRENTON AIRPORT,特伦顿机场,TRENTON,特伦顿,CANADA,加拿大,YTR,
2023-03-12 19:59:29,938 - mylog - INFO - TIMMINS AIRPORT,蒂明斯机场,TIMMINS,蒂明斯,CANADA,加拿大,YTS,
2023-03-12 19:59:30,045 - mylog - INFO - TISDALE AIRPORT,,TISDALE,,CANADA,加拿大,YTT,
2023-03-12 19:59:30,149 - mylog - INFO - TASU AIRPORT,塔苏机场,TASU,塔苏,CANADA,加拿大,YTU,
2023-03-12 19:59:30,258 - mylog - INFO - TELEGRAPH CREEK AIRPORT,特列格拉克里克机场,TELEGRAPH CREEK,特列格拉克里克,CANADA,加拿大,YTX,
2023-03-12 19:59:30,362 - mylog - INFO - TORONTO ISLAND AIRPORT,多伦多岛机场,TORONTO,多伦多,CANADA,加拿大,YTZ,
2023-03-12 19:59:30,476 - mylog - INFO - TUKTOYAKTUK AIRPORT,图克托亚图克机场,TUKTOYAKTUK,图克托亚图克,CANADA,加拿大,YUB,
2023-03-12 19:59:30,605 - mylog - INFO - UMIUJAG AIRPORT,,UMIUJAG,,CANADA,加拿大,YUD,
2023-03-12 19:59:30,717 - mylog - INFO - DEWLINE SITE AIRPORT,,PELLY BAY,佩利贝,CANADA,加拿大,YUF,
2023-03-12 19:59:30,822 - mylog - INFO - PIERRE ELLIOTT TRUDEAU INT' AIRPORT,蒙特利尔Pierre E国际机场,MONTREAL,蒙特利尔,CANADA,加拿大,YUL,
2023-03-12 19:59:30,943 - mylog - INFO - REPULSE BAY AIRPORT,里帕尔斯湾机场,REPULSE BAY,里帕尔斯湾,CANADA,加拿大,YUT,
2023-03-12 19:59:31,111 - mylog - INFO - HALL BEACH AIRPORT,霍尔海滩机场,HALL BEACH,霍尔海滩,CANADA,加拿大,YUX,
2023-03-12 19:59:31,242 - mylog - INFO - ROUYN AIRPORT,鲁安机场,ROUYN,鲁安,CANADA,加拿大,YUY,
2023-03-12 19:59:31,368 - mylog - INFO - BONAVENTURE AIRPORT,文德机场,BONAVENTURE,文德,CANADA,加拿大,YVB,
2023-03-12 19:59:31,494 - mylog - INFO - LA RONGE AIRPORT,拉科拉龙日机场,LA RONGE,拉科拉龙日,CANADA,加拿大,YVC,
2023-03-12 19:59:31,603 - mylog - INFO - VERNON AIRPORT,弗农机场,VERNON,弗农,CANADA,加拿大,YVE,
2023-03-12 19:59:31,729 - mylog - INFO - VERMILION AIRPORT,朱砂机场,VERMILION,朱砂,CANADA,加拿大,YVG,
2023-03-12 19:59:31,831 - mylog - INFO - BROUGHTON ISLAND AIRPORT,布劳顿机场,BROUGHTON ISLAND,布劳顿,CANADA,加拿大,YVM,
2023-03-12 19:59:31,941 - mylog - INFO - VAL D'OR AIRPORT,,VAL D'OR,,CANADA,加拿大,YVO,
2023-03-12 19:59:32,050 - mylog - INFO - KUUJJUAQ AIRPORT,库朱阿克机场,KUUJJUAQ,库朱阿克,CANADA,加拿大,YVP,
2023-03-12 19:59:32,160 - mylog - INFO - NORMAN WELLS AIRPORT,诺曼韦尔斯机场,NORMAN WELLS,诺曼韦尔斯,CANADA,加拿大,YVQ,
2023-03-12 19:59:32,270 - mylog - INFO - VANCOUVER INT' AIRPORT,温哥华国际机场,VANCOUVER,温哥华,CANADA,加拿大,YVR,
2023-03-12 19:59:32,385 - mylog - INFO - BUFFALO NARROWS AIRPORT,布法罗南罗斯机场,BUFFALO NARROWS,布法罗南罗斯,CANADA,加拿大,YVT,
2023-03-12 19:59:32,493 - mylog - INFO - WIARTON AIRPORT,怀尔顿机场,WIARTON,怀尔顿,CANADA,加拿大,YVV,
2023-03-12 19:59:32,636 - mylog - INFO - DEER LAKE AIRPORT,迪尔莱克机场,DEER LAKE,迪尔莱克,CANADA,加拿大,YVZ,
2023-03-12 19:59:32,746 - mylog - INFO - PETAWAWA AIRPORT,帕特瓦瓦机场,PETAWAWA,帕特瓦瓦,CANADA,加拿大,YWA,
2023-03-12 19:59:32,843 - mylog - INFO - KANGIQSUJUAQ AIRPORT,韦克姆贝机场,KANGIQSUJUAQ,韦克姆贝,CANADA,加拿大,YWB,
2023-03-12 19:59:32,952 - mylog - INFO - HALIFAX DOWNTOWN WATERFRONT HELIPORT,,HALIFAX,哈利法克斯,CANADA,加拿大,YWF,
2023-03-12 19:59:33,060 - mylog - INFO - WINNIPEG AIRPORT,温尼伯机场,WINNIPEG,温尼伯,CANADA,加拿大,YWG,
2023-03-12 19:59:33,171 - mylog - INFO - INNER HARBOUR AIRPORT,内线机场,VICTORIA,维多利亚 ,CANADA,加拿大,YWH,
2023-03-12 19:59:33,281 - mylog - INFO - DELINE AIRPORT,,DELINE,,CANADA,加拿大,YWJ,
2023-03-12 19:59:33,391 - mylog - INFO - WABUSH AIRPORT,沃布什机场,WABUSH,沃布什,CANADA,加拿大,YWK,
2023-03-12 19:59:33,501 - mylog - INFO - WILLIAMS LAKE AIRPORT,威廉斯莱克机场,WILLIAMS LAKE,威廉斯莱克,CANADA,加拿大,YWL,
2023-03-12 19:59:33,601 - mylog - INFO - WILLIAMS HARBOUR AIRPORT,威廉斯港湾机场,WILLIAMS HARBOUR,威廉斯港湾,CANADA,加拿大,YWM,
2023-03-12 19:59:33,711 - mylog - INFO - WINISK AIRPORT,威尼斯克机场,WINISK,威尼斯克,CANADA,加拿大,YWN,
2023-03-12 19:59:33,822 - mylog - INFO - LUPIN AIRPORT,,LUPIN,,CANADA,加拿大,YWO,
2023-03-12 19:59:33,932 - mylog - INFO - WEBEQUIE AIRPORT,韦贝魁机场,WEBEQUIE,韦贝魁,CANADA,加拿大,YWP,
2023-03-12 19:59:34,042 - mylog - INFO - CHUTE-DES-PASSES AIRPORT,,CHUTE-DES-PASSES,,CANADA,加拿大,YWQ,
2023-03-12 19:59:34,137 - mylog - INFO - WHITE RIVER AIRPORT,怀特河机场,WHITE RIVER,怀特河,CANADA,加拿大,YWR,
2023-03-12 19:59:34,247 - mylog - INFO - WHISTLER AIRPORT,惠斯勒机场,WHISTLER,惠斯勒,CANADA,加拿大,YWS,
2023-03-12 19:59:34,372 - mylog - INFO - WRIGLEY AIRPORT,里格利机场,WRIGLEY,里格利,CANADA,加拿大,YWY,
2023-03-12 19:59:34,482 - mylog - INFO - CRANBROOK AIRPORT,克兰布鲁克机场,CRANBROOK,克兰布鲁克,CANADA,加拿大,YXC,
2023-03-12 19:59:34,577 - mylog - INFO - EDMONTON MUNICIPAL AIRPORT,埃德蒙顿市机场,EDMONTON,埃德蒙顿,CANADA,加拿大,YXD,
2023-03-12 19:59:34,704 - mylog - INFO - SASKATOON AIRPORT,萨斯卡通机场,SASKATOON,萨斯卡通,CANADA,加拿大,YXE,
2023-03-12 19:59:34,814 - mylog - INFO - SNAKE RIVER AIRPORT,蛇河机场,SNAKE RIVER,蛇河,CANADA,加拿大,YXF,
2023-03-12 19:59:34,924 - mylog - INFO - MEDICINE HAT AIRPORT,梅迪辛哈特机场,MEDICINE HAT,梅迪辛哈特,CANADA,加拿大,YXH,
2023-03-12 19:59:35,027 - mylog - INFO - KILLALOE AIRPORT,,KILLALOE,,CANADA,加拿大,YXI,
2023-03-12 19:59:35,130 - mylog - INFO - FORT ST. JOHN AIRPORT,,FORT ST. JOHN,,CANADA,加拿大,YXJ,
2023-03-12 19:59:35,246 - mylog - INFO - RIMOUSKI AIRPORT,里穆斯基机场,RIMOUSKI,里穆斯基,CANADA,加拿大,YXK,
2023-03-12 19:59:35,352 - mylog - INFO - SIOUX LOOKOUT AIRPORT,苏卢考特机场,SIOUX LOOKOUT,苏卢考特,CANADA,加拿大,YXL,
2023-03-12 19:59:35,461 - mylog - INFO - WHALE COVE AIRPORT,怀尔考夫机场,WHALE COVE,怀尔考夫,CANADA,加拿大,YXN,
2023-03-12 19:59:35,566 - mylog - INFO - PANGNIRTUNG AIRPORT,庞纳唐机场,PANGNIRTUNG,庞纳唐,CANADA,加拿大,YXP,
2023-03-12 19:59:35,670 - mylog - INFO - BEAVER CREEK AIRPORT,比弗河机场,BEAVER CREEK,比弗河,CANADA,加拿大,YXQ,
2023-03-12 19:59:35,768 - mylog - INFO - EARLTON AIRPORT,厄尔顿机场,EARLTON,厄尔顿,CANADA,加拿大,YXR,
2023-03-12 19:59:35,878 - mylog - INFO - PRINCE GEORGE AIRPORT,乔治王子城机场,PRINCE GEORGE,乔治王子城,CANADA,加拿大,YXS,
2023-03-12 19:59:35,988 - mylog - INFO - TERRACE AIRPORT,特勒斯机场,TERRACE,特勒斯,CANADA,加拿大,YXT,
2023-03-12 19:59:36,093 - mylog - INFO - METROPOLITAN AREA AIRPORT,,LONDON,伦敦,CANADA,加拿大,YXU,
2023-03-12 19:59:36,197 - mylog - INFO - ABBOTSFORD AIRPORT,阿伯兹福德机场,ABBOTSFORD,阿伯兹福德,CANADA,加拿大,YXX,
2023-03-12 19:59:36,304 - mylog - INFO - WHITEHORSE AIRPORT,怀特霍斯机场,WHITEHORSE,怀特霍斯,CANADA,加拿大,YXY,
2023-03-12 19:59:36,416 - mylog - INFO - WAWA AIRPORT,沃瓦机场,WAWA,沃瓦,CANADA,加拿大,YXZ,
2023-03-12 19:59:36,527 - mylog - INFO - BIG BAY YACHT CLUB AIRPORT,大湾游艇俱乐部机场,BIG BAY YACHT CLUB,大湾游艇俱乐部,CANADA,加拿大,YYA,
2023-03-12 19:59:36,621 - mylog - INFO - NORTH BAY AIRPORT,诺斯贝机场,NORTH BAY,诺斯贝,CANADA,加拿大,YYB,
2023-03-12 19:59:36,731 - mylog - INFO - CALGARY INT' AIRPORT,卡加利国际机场,CALGARY,卡加利,CANADA,加拿大,YYC,
2023-03-12 19:59:36,873 - mylog - INFO - SMITHERS AIRPORT,史密瑟斯机场,SMITHERS,史密瑟斯,CANADA,加拿大,YYD,
2023-03-12 19:59:36,988 - mylog - INFO - FORT NELSON AIRPORT,纳尔逊堡机场,FORT NELSON,纳尔逊堡,CANADA,加拿大,YYE,
2023-03-12 19:59:37,103 - mylog - INFO - PENTICTON AIRPORT,彭蒂科顿机场,PENTICTON,彭蒂科顿,CANADA,加拿大,YYF,
2023-03-12 19:59:37,207 - mylog - INFO - CHARLOTTETOWN AIRPORT,夏洛特敦机场,CHARLOTTETOWN,夏洛特敦,CANADA,加拿大,YYG,
2023-03-12 19:59:37,317 - mylog - INFO - TALOYOAK AIRPORT,,TALOYOAK,,CANADA,加拿大,YYH,
2023-03-12 19:59:37,411 - mylog - INFO - RIVERS AIRPORT,里弗斯机场,RIVERS,里弗斯,CANADA,加拿大,YYI,
2023-03-12 19:59:37,526 - mylog - INFO - VICTORIA INT' AIRPORT,维多利亚机场,VICTORIA,维多利亚,CANADA,加拿大,YYJ,
2023-03-12 19:59:37,630 - mylog - INFO - LYNN LAKE AIRPORT,林莱克机场,LYNN LAKE,林莱克,CANADA,加拿大,YYL,
2023-03-12 19:59:37,734 - mylog - INFO - COWLEY AIRPORT,,COWLEY,,CANADA,加拿大,YYM,
2023-03-12 19:59:37,841 - mylog - INFO - SWIFT CURRENT AIRPORT,斯威夫特卡伦特机场,SWIFT CURRENT,斯威夫特卡伦特,CANADA,加拿大,YYN,
2023-03-12 19:59:37,946 - mylog - INFO - METROPOLITAN AREA AIRPORT,,CHURCHILL,丘吉尔,CANADA,加拿大,YYQ,
2023-03-12 19:59:38,050 - mylog - INFO - GOOSE BAY AIRPORT,古斯贝机场,GOOSE BAY,古斯贝,CANADA,加拿大,YYR,
2023-03-12 19:59:38,159 - mylog - INFO - ST. JOHN'S AIRPORT,圣约翰机场,SAINT JOHN'S,圣约翰,CANADA,加拿大,YYT,
2023-03-12 19:59:38,285 - mylog - INFO - KAPUSKASING AIRPORT,卡普斯卡辛机场,KAPUSKASING,卡普斯卡辛,CANADA,加拿大,YYU,
2023-03-12 19:59:38,394 - mylog - INFO - ARMSTRONG AIRPORT,阿姆斯特朗机场,ARMSTRONG,阿姆斯特朗,CANADA,加拿大,YYW,
2023-03-12 19:59:38,502 - mylog - INFO - MONT JOLI AIRPORT,蒙若利机场,MONT JOLI,蒙若利,CANADA,加拿大,YYY,
2023-03-12 19:59:38,612 - mylog - INFO - PEARSON INT' AIRPORT,多伦多 Pearson 国际机场,TORONTO,多伦多,CANADA,加拿大,YYZ,
2023-03-12 19:59:38,706 - mylog - INFO - ASHCROFT AIRPORT,艾希克罗机场,ASHCROFT,艾希克罗,CANADA,加拿大,YZA,
2023-03-12 19:59:38,816 - mylog - INFO - BEATTON RIVER AIRPORT,,BEATTON RIVER,,CANADA,加拿大,YZC,
2023-03-12 19:59:38,927 - mylog - INFO - GORE BAY AIRPORT,戈尔湾机场,GORE BAY,戈尔湾,CANADA,加拿大,YZE,
2023-03-12 19:59:39,084 - mylog - INFO - YELLOWKNIFE AIRPORT,耶洛奈夫机场,YELLOWKNIFE,耶洛奈夫,CANADA,加拿大,YZF,
2023-03-12 19:59:39,179 - mylog - INFO - SALLUIT AIRPORT,索律依特机场,SALLUIT,索律依特,CANADA,加拿大,YZG,
2023-03-12 19:59:39,289 - mylog - INFO - SLAVE LAKE AIRPORT,小奴湖机场,SLAVE LAKE,小奴湖,CANADA,加拿大,YZH,
2023-03-12 19:59:39,409 - mylog - INFO - BUCHANS AIRPORT,巴肯斯机场,BUCHANS,巴肯斯,CANADA,加拿大,YZM,
2023-03-12 19:59:39,512 - mylog - INFO - SANDSPIT AIRPORT,桑兹皮特机场,SANDSPIT,桑兹皮特,CANADA,加拿大,YZP,
2023-03-12 19:59:39,623 - mylog - INFO - SARNIA AIRPORT,萨尼亚机场,SARNIA,萨尼亚,CANADA,加拿大,YZR,
2023-03-12 19:59:39,749 - mylog - INFO - CORAL HARBOUR AIRPORT,科勒尔港机场,CORAL HARBOUR,科勒尔港,CANADA,加拿大,YZS,
2023-03-12 19:59:39,859 - mylog - INFO - PORT HARDY AIRPORT,哈迪港机场,PORT HARDY,哈迪港,CANADA,加拿大,YZT,
2023-03-12 19:59:39,971 - mylog - INFO - WHITECOURT AIRPORT,怀特机场,WHITECOURT,怀特,CANADA,加拿大,YZU,
2023-03-12 19:59:40,100 - mylog - INFO - SEPT-ILES AIRPORT,,SEPT-ILES,,CANADA,加拿大,YZV,
2023-03-12 19:59:40,202 - mylog - INFO - TESLIN AIRPORT,特斯林机场,TESLIN,特斯林,CANADA,加拿大,YZW,
2023-03-12 19:59:40,324 - mylog - INFO - GREENWOOD AIRPORT,格林伍德机场,GREENWOOD,格林伍德,CANADA,加拿大,YZX,
2023-03-12 19:59:40,427 - mylog - INFO - ALICE ARM AIRPORT,艾利斯湾机场,ALICE ARM,艾利斯湾,CANADA,加拿大,ZAA,
2023-03-12 19:59:40,531 - mylog - INFO - YORK LANDING AIRPORT,纽克机场,YORK LANDING,纽克,CANADA,加拿大,ZAC,
2023-03-12 19:59:40,641 - mylog - INFO - BATHURST AIRPORT,巴瑟斯特机场,BATHURST,巴瑟斯特,CANADA,加拿大,ZBF,
2023-03-12 19:59:40,735 - mylog - INFO - BROMONT AIRPORT,,BROMONT,,CANADA,加拿大,ZBM,
2023-03-12 19:59:40,848 - mylog - INFO - BELLA BELLA AIRPORT,贝拉贝尔机场,BELLA BELLA,贝拉贝尔,CANADA,加拿大,ZEL,
2023-03-12 19:59:40,957 - mylog - INFO - EAST MAIN AIRPORT,,EAST MAIN,,CANADA,加拿大,ZEM,
2023-03-12 19:59:41,069 - mylog - INFO - FARO AIRPORT,法罗机场,FARO,法罗,CANADA,加拿大,ZFA,
2023-03-12 19:59:41,180 - mylog - INFO - OLD FORT BAY AIRPORT,旧堡湾机场,OLD FORT BAY,旧堡湾,CANADA,加拿大,ZFB,
2023-03-12 19:59:41,290 - mylog - INFO - FOND DU LAC AIRPORT,丰迪拉克机场,FOND DU LAC,丰迪拉克,CANADA,加拿大,ZFD,
2023-03-12 19:59:41,403 - mylog - INFO - SOUTH TROUT LAKE AIRPORT,南鳟鱼湖机场,SOUTH TROUT LAKE,南鳟鱼湖,CANADA,加拿大,ZFL,
2023-03-12 19:59:41,510 - mylog - INFO - FORT MCPHERSON AIRPORT,伊斯特梅恩机场,FORT MCPHERSON,伊斯特梅恩,CANADA,加拿大,ZFM,
2023-03-12 19:59:41,625 - mylog - INFO - TULITA AIRPORT,图利塔机场,TULITA/FORT NORMAN,图利塔/诺曼堡,CANADA,加拿大,ZFN,
2023-03-12 19:59:41,730 - mylog - INFO - FAIRVIEW AIRPORT,锦绣机场,FAIRVIEW,锦绣,CANADA,加拿大,ZFW,
2023-03-12 19:59:41,838 - mylog - INFO - GRAND FORKS AIRPORT,大福克斯机场,GRAND FORKS,大福克斯,CANADA,加拿大,ZGF,
2023-03-12 19:59:41,948 - mylog - INFO - GODS RIVER AIRPORT,戈兹里弗机场,GODS RIVER,戈兹里弗,CANADA,加拿大,ZGI,
2023-03-12 19:59:42,058 - mylog - INFO - LITTLE GRAND RAPIDS AIRPORT,,LITTLE GRAND RAPIDS,,CANADA,加拿大,ZGR,
2023-03-12 19:59:42,165 - mylog - INFO - GETHSEMANI AIRPORT,盖特塞马尼机场,GETHSEMANI,盖特塞马尼,CANADA,加拿大,ZGS,
2023-03-12 19:59:42,274 - mylog - INFO - HIGH PRAIRIE AIRPORT,,HIGH PRAIRIE,,CANADA,加拿大,ZHP,
2023-03-12 19:59:42,390 - mylog - INFO - JENPEG AIRPORT,詹佩格机场,JENPEG,詹佩格,CANADA,加拿大,ZJG,
2023-03-12 19:59:43,007 - mylog - INFO - SWAN RIVER AIRPORT,斯旺河机场,SWAN RIVER,斯旺河,CANADA,加拿大,ZJN,
2023-03-12 19:59:43,116 - mylog - INFO - KASCHECHEWAN AIRPORT,坎斯欠欠沃机场,KASCHECHEWAN,坎斯欠欠沃,CANADA,加拿大,ZKE,
2023-03-12 19:59:43,211 - mylog - INFO - KEGASKA AIRPORT,凯加斯卡机场,KEGASKA,凯加斯卡,CANADA,加拿大,ZKG,
2023-03-12 19:59:43,321 - mylog - INFO - LA TABATIERE AIRPORT,拉塔巴提机场,LA TABATIERE,拉塔巴提,CANADA,加拿大,ZLT,
2023-03-12 19:59:43,447 - mylog - INFO - 108 MILE RANCH AIRPORT,108里铺机场,108 MILE RANCH,108里铺,CANADA,加拿大,ZMH,
2023-03-12 19:59:43,557 - mylog - INFO - MASSET AIRPORT,马塞特机场,MASSET,马塞特,CANADA,加拿大,ZMT,
2023-03-12 19:59:43,669 - mylog - INFO - HARBOUR AIRPORT,,NANAIMO,纳奈莫,CANADA,加拿大,ZNA,
2023-03-12 19:59:43,782 - mylog - INFO - NEGGINAN AIRPORT,,NEGGINAN,,CANADA,加拿大,ZNG,
2023-03-12 19:59:43,897 - mylog - INFO - NAMU AIRPORT,纳穆机场,NAMU,纳穆,CANADA,加拿大,ZNU,
2023-03-12 19:59:44,018 - mylog - INFO - OCEAN FALLS AIRPORT,,OCEAN FALLS,,CANADA,加拿大,ZOF,
2023-03-12 19:59:44,137 - mylog - INFO - SACHIGO LAKE AIRPORT,萨芝哥湖机场,SACHIGO LAKE,萨芝哥湖,CANADA,加拿大,ZPB,
2023-03-12 19:59:44,243 - mylog - INFO - PINE HOUSE AIRPORT,,PINE HOUSE,,CANADA,加拿大,ZPO,
2023-03-12 19:59:44,369 - mylog - INFO - QUEEN CHARLOTTE ISLAND AIRPORT,夏洛特女皇岛机场,QUEEN CHARLOTTE ISLAND,夏洛特女皇岛,CANADA,加拿大,ZQS,
2023-03-12 19:59:44,474 - mylog - INFO - ROUND LAKE AIRPORT,朗德湖机场,ROUND LAKE,朗德湖,CANADA,加拿大,ZRJ,
2023-03-12 19:59:44,597 - mylog - INFO - SANDY LAKE AIRPORT,桑迪莱克机场,SANDY LAKE,桑迪莱克,CANADA,加拿大,ZSJ,
2023-03-12 19:59:44,704 - mylog - INFO - ST. PAUL AIRPORT,圣保罗机场,SAINT PAUL,圣保罗,CANADA,加拿大,ZSP,
2023-03-12 19:59:44,810 - mylog - INFO - STEWART AIRPORT,斯图尔特机场,STEWART,斯图尔特,CANADA,加拿大,ZST,
2023-03-12 19:59:44,914 - mylog - INFO - SEAL COVE AIRPORT,,PRINCE RUPERT,鲁珀特王子城,CANADA,加拿大,ZSW,
2023-03-12 19:59:45,026 - mylog - INFO - TETE-A-LA BALEINE AIRPORT,,TETE-A-LA BALEINE,,CANADA,加拿大,ZTB,
2023-03-12 19:59:45,141 - mylog - INFO - SHAMATTAWA AIRPORT,沙马塔瓦机场,SHAMATTAWA,沙马塔瓦,CANADA,加拿大,ZTM,
2023-03-12 19:59:45,252 - mylog - INFO - TAHSIS AIRPORT,塔西斯机场,TAHSIS,塔西斯,CANADA,加拿大,ZTS,
2023-03-12 19:59:45,378 - mylog - INFO - HIGH PRAIRIE AIRPORT,,HIGH PRAIRIE,,CANADA,加拿大,ZUC,
2023-03-12 19:59:45,488 - mylog - INFO - CHURCHILL FALLS AIRPORT,,CHURCHILL FALLS,,CANADA,加拿大,ZUM,
2023-03-12 19:59:45,614 - mylog - INFO - WOLLASTON LAKE AIRPORT,伍拉斯顿湖机场,WOLLASTON LAKE,伍拉斯顿湖,CANADA,加拿大,ZWL,
2023-03-12 19:59:46,492 - mylog - INFO - RABIL AIRPORT,拉比尔机场,BOA VISTA,博阿维斯塔,CAPE VERDE,佛得角,BVC,
2023-03-12 19:59:46,587 - mylog - INFO - ESPERADINHA AIRPORT,,BRAVA,布拉瓦,CAPE VERDE,佛得角,BVR,
2023-03-12 19:59:46,696 - mylog - INFO - VILA DO MAIO AIRPORT,,MAIO,马尤岛,CAPE VERDE,佛得角,MMO,
2023-03-12 19:59:46,806 - mylog - INFO - MOSTEIROS AIRPORT,莫什泰鲁什机场,MOSTEIROS,莫什泰鲁什,CAPE VERDE,佛得角,MTI,
2023-03-12 19:59:46,918 - mylog - INFO - SANTO ANTAO AIRPORT,圣安唐机场,SANTO ANTAO,圣安唐,CAPE VERDE,佛得角,NTO,
2023-03-12 19:59:47,019 - mylog - INFO - FRANCISCO MENDES AIRPORT,普拉亚机场,PRAIA,普拉亚,CAPE VERDE,佛得角,RAI,
2023-03-12 19:59:47,140 - mylog - INFO - SAO FILIPE AIRPORT,,SAO FILIPE,,CAPE VERDE,佛得角,SFL,
2023-03-12 19:59:47,252 - mylog - INFO - AMILCAR CABRAL INT' AIRPORT,,SAL,萨尔,CAPE VERDE,佛得角,SID,
2023-03-12 19:59:47,363 - mylog - INFO - PREGUICA AIRPORT,普雷吉萨机场,SAO NICOLAU,圣尼古拉,CAPE VERDE,佛得角,SNE,
2023-03-12 19:59:47,479 - mylog - INFO - SAN PEDRO AIRPORT,,SAO VICENTE,圣维森特,CAPE VERDE,佛得角,VXE,
2023-03-12 19:59:48,747 - mylog - INFO - CERRO MORENO AIRPORT,,ANTOFAGASTA,安托法加斯塔,CHILE,智利,ANF,
2023-03-12 19:59:48,861 - mylog - INFO - CHACALLUTA AIRPORT,,ARICA,阿里卡,CHILE,智利,ARI,
2023-03-12 19:59:48,995 - mylog - INFO - TENIENTE VIDAL AIRPORT,巴尔马塞达机场,BALMACEDA,巴尔马塞达,CHILE,智利,BBA,
2023-03-12 19:59:49,108 - mylog - INFO - CHILE CHICO AIRPORT,,CHILE CHICO,,CHILE,智利,CCH,
2023-03-12 19:59:49,219 - mylog - INFO - CARRIEL SUR AIRPORT,康塞普西翁机场,CONCEPCION,康塞普西翁,CHILE,智利,CCP,
2023-03-12 19:59:49,328 - mylog - INFO - EL LOA AIRPORT,卡拉马,CALAMA,卡拉马,CHILE,智利,CJC,
2023-03-12 19:59:49,432 - mylog - INFO - CHANARAL AIRPORT,查尼亚拉尔机场,CHANARAL,查尼亚拉尔,CHILE,智利,CNR,
2023-03-12 19:59:49,537 - mylog - INFO - COQUIMBO AIRPORT,科金博机场,COQUIMBO,科金博,CHILE,智利,COW,
2023-03-12 19:59:49,648 - mylog - INFO - CHAMONATE AIRPORT,科皮亚波机场,COPIAPO,科皮亚波,CHILE,智利,CPO,
2023-03-12 19:59:49,754 - mylog - INFO - EL SALVADOR AIRPORT,萨尔瓦多机场,EL SALVADOR,萨尔瓦多,CHILE,智利,ESR,
2023-03-12 19:59:49,861 - mylog - INFO - FUTALEUFU AIRPORT,富塔莱乌富机场,FUTALEUFU,富塔莱乌富,CHILE,智利,FFU,
2023-03-12 19:59:49,968 - mylog - INFO - FRUTILLAR AIRPORT,,FRUTILLAR,,CHILE,智利,FRT,
2023-03-12 19:59:50,072 - mylog - INFO - TEN. VIDAL AIRPORT,科哈依克机场,COYHAIQUE,科哈依克,CHILE,智利,GXQ,
2023-03-12 19:59:50,181 - mylog - INFO - MATAVERI INT' AIRPORT,复活节岛机场,EASTER ISLAND,复活节岛,CHILE,智利,IPC,
2023-03-12 19:59:50,287 - mylog - INFO - CAVANCHA AIRPORT,伊基克机场 ,IQUIQUE,伊基克,CHILE,智利,IQQ,
2023-03-12 19:59:50,394 - mylog - INFO - VINA DEL MAR AIRPORT,维纳得玛机场,VINA DEL MAR,维纳得玛,CHILE,智利,KNA,
2023-03-12 19:59:50,499 - mylog - INFO - COCHRANE AIRPORT,,COCHRANE,,CHILE,智利,LGR,
2023-03-12 19:59:50,611 - mylog - INFO - LOS ANDES AIRPORT,洛斯?安德斯机场,LOS ANDES,洛斯?安德斯,CHILE,智利,LOB,
2023-03-12 19:59:50,727 - mylog - INFO - LA FLORIDA AIRPORT,拉塞雷纳机场,LA SERENA,拉塞雷纳,CHILE,智利,LSC,
2023-03-12 19:59:50,847 - mylog - INFO - LOS ANGELES AIRPORT,洛斯安赫莱机场,LOS ANGELES,洛斯安赫莱,CHILE,智利,LSQ,
2023-03-12 19:59:50,955 - mylog - INFO - OVALLE AIRPORT,,OVALLE,,CHILE,智利,OVL,
2023-03-12 19:59:51,061 - mylog - INFO - TEPUAL AIRPORT,蒙特港机场,PUERTO MONTT,蒙特港,CHILE,智利,PMC,
2023-03-12 19:59:51,165 - mylog - INFO - TENIENTE J. GALLARDO AIRPORT,,PUERTO NATALES,波多黎各那塔勒斯,CHILE,智利,PNT,
2023-03-12 19:59:51,273 - mylog - INFO - PRES IBANEZ AIRPORT,阿雷纳斯角机场,PUNTA ARENAS,阿雷纳斯角,CHILE,智利,PUQ,
2023-03-12 19:59:51,388 - mylog - INFO - PUERTO VARAS AIRPORT,瓦拉斯港机场,PUERTO VARAS,瓦拉斯港,CHILE,智利,PUX,
2023-03-12 19:59:51,509 - mylog - INFO - DE LA INDEPENDENCIA,,RANCAGUA,兰卡瓜,CHILE,智利,QRC,
2023-03-12 19:59:51,612 - mylog - INFO - ARTURO MERINO BENITEZ AIRPORT,圣地亚哥机场,SANTIAGO,圣地亚哥,CHILE,智利,SCL,
2023-03-12 19:59:51,722 - mylog - INFO - CERRO SOMBRERO AIRPORT,塞罗桑布雷罗机场,CERRO SOMBRERO,塞罗桑布雷罗,CHILE,智利,SMB,
2023-03-12 19:59:51,826 - mylog - INFO - VICTOR LAFON,圣菲利浦机场,SAN FELIPE,圣菲利浦,CHILE,智利,SSD,
2023-03-12 19:59:51,940 - mylog - INFO - TALCA AIRPORT,,TALCA,,CHILE,智利,TLX,
2023-03-12 19:59:52,042 - mylog - INFO - BARRILES AIRPORT,,TOCOPILLA,托科皮亚,CHILE,智利,TOQ,
2023-03-12 19:59:52,150 - mylog - INFO - TALTAL AIRPORT,塔尔塔尔机场,TALTAL,塔尔塔尔 ,CHILE,智利,TTC,
2023-03-12 19:59:52,261 - mylog - INFO - LOS CERRILLOS AIRPORT,,SANTIAGO,圣地亚哥,CHILE,智利,ULC,
